Dataset,Model,Period,Feature,Rank
Backblaze,RF,25,13,2
Backblaze,RF,25,16,2
Backblaze,RF,26,1,1
Backblaze,RF,26,8,2
Backblaze,RF,26,6,3
Backblaze,RF,26,3,3
Backblaze,RF,26,2,3
Backblaze,RF,26,11,3
Backblaze,RF,26,4,3
Backblaze,RF,26,7,3
Backblaze,RF,26,14,3
Backblaze,RF,26,12,3
Backblaze,RF,26,0,3
Backblaze,RF,26,5,3
Backblaze,RF,26,13,3
Backblaze,RF,26,9,3
Backblaze,RF,26,15,3
Backblaze,RF,26,10,3
Backblaze,RF,26,16,3
Backblaze,RF,27,1,1
Backblaze,RF,27,3,2
Backblaze,RF,27,2,3
Backblaze,RF,27,6,3
Backblaze,RF,27,4,4
Backblaze,RF,27,8,4
Backblaze,RF,27,7,4
Backblaze,RF,27,14,4
Backblaze,RF,27,5,5
Backblaze,RF,27,11,5
Backblaze,RF,27,0,5
Backblaze,RF,27,12,5
Backblaze,RF,27,9,5
Backblaze,RF,27,10,5
Backblaze,RF,27,15,5
Backblaze,RF,27,16,5
Backblaze,RF,27,13,5
Backblaze,RF,28,1,1
Backblaze,RF,28,3,2
Backblaze,RF,28,7,3
Backblaze,RF,28,6,3
Backblaze,RF,28,4,3
Backblaze,RF,28,2,3
Backblaze,RF,28,14,4
Backblaze,RF,28,12,4
Backblaze,RF,28,8,4
Backblaze,RF,28,0,4
Backblaze,RF,28,5,4
Backblaze,RF,28,11,4
Backblaze,RF,28,9,4
Backblaze,RF,28,10,4
Backblaze,RF,28,16,4
Backblaze,RF,28,13,4
Backblaze,RF,28,15,4
Backblaze,RF,29,1,1
Backblaze,RF,29,3,2
Backblaze,RF,29,5,2
Backblaze,RF,29,6,3
Backblaze,RF,29,7,4
Backblaze,RF,29,4,4
Backblaze,RF,29,2,5
Backblaze,RF,29,14,5
Backblaze,RF,29,12,5
Backblaze,RF,29,0,5
Backblaze,RF,29,11,5
Backblaze,RF,29,10,5
Backblaze,RF,29,13,5
Backblaze,RF,29,8,5
Backblaze,RF,29,15,5
Backblaze,RF,29,9,5
Backblaze,RF,29,16,5
Backblaze,RF,30,1,1
Backblaze,RF,30,6,2
Backblaze,RF,30,3,3
Backblaze,RF,30,2,3
Backblaze,RF,30,14,4
Backblaze,RF,30,4,4
Backblaze,RF,30,8,4
Backblaze,RF,30,7,4
Backblaze,RF,30,11,4
Backblaze,RF,30,5,5
Backblaze,RF,30,0,5
Backblaze,RF,30,12,5
Backblaze,RF,30,15,5
Backblaze,RF,30,10,5
Backblaze,RF,30,13,5
Backblaze,RF,30,9,5
Backblaze,RF,30,16,5
Backblaze,RF,31,1,1
Backblaze,RF,31,6,2
Backblaze,RF,31,3,2
Backblaze,RF,31,8,3
Backblaze,RF,31,2,3
Backblaze,RF,31,7,3
Backblaze,RF,31,5,3
Backblaze,RF,31,4,3
Backblaze,RF,31,11,3
Backblaze,RF,31,0,4
Backblaze,RF,31,14,4
Backblaze,RF,31,12,4
Backblaze,RF,31,15,4
Backblaze,RF,31,13,4
Backblaze,RF,31,10,4
Backblaze,RF,31,9,4
Backblaze,RF,31,16,4
Backblaze,RF,32,1,1
Backblaze,RF,32,3,2
Backblaze,RF,32,6,2
Backblaze,RF,32,2,3
Backblaze,RF,32,8,3
Backblaze,RF,32,14,4
Backblaze,RF,32,4,4
Backblaze,RF,32,7,4
Backblaze,RF,32,5,4
Backblaze,RF,32,11,4
Backblaze,RF,32,0,4
Backblaze,RF,32,12,4
Backblaze,RF,32,10,4
Backblaze,RF,32,15,4
Backblaze,RF,32,9,4
Backblaze,RF,32,13,4
Backblaze,RF,32,16,4
Backblaze,RF,33,1,1
Backblaze,RF,33,4,2
Backblaze,RF,33,2,3
Backblaze,RF,33,6,3
Backblaze,RF,33,3,4
Backblaze,RF,33,7,4
Backblaze,RF,33,8,4
Backblaze,RF,33,5,5
Backblaze,RF,33,14,5
Backblaze,RF,33,12,6
Backblaze,RF,33,0,6
Backblaze,RF,33,11,6
Backblaze,RF,33,9,6
Backblaze,RF,33,10,6
Backblaze,RF,33,15,6
Backblaze,RF,33,13,6
Backblaze,RF,33,16,6
Backblaze,RF,34,1,1
Backblaze,RF,34,2,2
Backblaze,RF,34,6,2
Backblaze,RF,34,3,2
Backblaze,RF,34,7,2
Backblaze,RF,34,4,2
Backblaze,RF,34,14,3
Backblaze,RF,34,8,3
Backblaze,RF,34,5,3
Backblaze,RF,34,0,3
Backblaze,RF,34,12,3
Backblaze,RF,34,11,3
Backblaze,RF,34,15,3
Backblaze,RF,34,10,3
Backblaze,RF,34,13,3
Backblaze,RF,34,9,3
Backblaze,RF,34,16,3
Backblaze,RF,35,1,1
Backblaze,RF,35,6,2
Backblaze,RF,35,7,2
Backblaze,RF,35,3,2
Backblaze,RF,35,2,2
Backblaze,RF,35,4,2
Backblaze,RF,35,14,2
Backblaze,RF,35,8,3
Backblaze,RF,35,12,3
Backblaze,RF,35,5,3
Backblaze,RF,35,0,3
Backblaze,RF,35,11,3
Backblaze,RF,35,10,3
Backblaze,RF,35,9,3
Backblaze,RF,35,15,3
Backblaze,RF,35,13,3
Backblaze,RF,35,16,3
Backblaze,RF,36,1,1
Backblaze,RF,36,6,2
Backblaze,RF,36,3,2
Backblaze,RF,36,7,2
Backblaze,RF,36,2,2
Backblaze,RF,36,4,2
Backblaze,RF,36,14,2
Backblaze,RF,36,12,3
Backblaze,RF,36,0,3
Backblaze,RF,36,5,3
Backblaze,RF,36,11,3
Backblaze,RF,36,8,3
Backblaze,RF,36,9,3
Backblaze,RF,36,15,3
Backblaze,RF,36,10,3
Backblaze,RF,36,13,3
Backblaze,RF,36,16,3
Backblaze,RGF,1,1,1
Backblaze,RGF,1,2,2
Backblaze,RGF,1,6,2
Backblaze,RGF,1,8,2
Backblaze,RGF,1,3,2
Backblaze,RGF,1,5,3
Backblaze,RGF,1,7,3
Backblaze,RGF,1,4,3
Backblaze,RGF,1,11,3
Backblaze,RGF,1,0,3
Backblaze,RGF,1,14,3
Backblaze,RGF,1,9,3
Backblaze,RGF,1,12,3
Backblaze,RGF,1,13,3
Backblaze,RGF,1,15,3
Backblaze,RGF,1,10,3
Backblaze,RGF,1,16,3
Backblaze,RGF,2,1,1
Backblaze,RGF,2,2,2
Backblaze,RGF,2,6,2
Backblaze,RGF,2,3,2
Backblaze,RGF,2,4,2
Backblaze,RGF,2,7,2
Backblaze,RGF,2,5,2
Backblaze,RGF,2,14,2
Backblaze,RGF,2,8,2
Backblaze,RGF,2,0,2
Backblaze,RGF,2,13,2
Backblaze,RGF,2,9,2
Backblaze,RGF,2,11,2
Backblaze,RGF,2,12,2
Backblaze,RGF,2,10,2
Backblaze,RGF,2,15,2
Backblaze,RGF,2,16,2
Backblaze,RGF,3,1,1
Backblaze,RGF,3,6,2
Backblaze,RGF,3,8,2
Backblaze,RGF,3,2,2
Backblaze,RGF,3,3,2
Backblaze,RGF,3,5,2
Backblaze,RGF,3,4,2
Backblaze,RGF,3,7,2
Backblaze,RGF,3,11,2
Backblaze,RGF,3,0,2
Backblaze,RGF,3,14,2
Backblaze,RGF,3,9,2
Backblaze,RGF,3,13,2
Backblaze,RGF,3,12,2
Backblaze,RGF,3,15,2
Backblaze,RGF,3,10,2
Backblaze,RGF,3,16,2
Backblaze,RGF,4,1,1
Backblaze,RGF,4,6,2
Backblaze,RGF,4,3,3
Backblaze,RGF,4,4,4
Backblaze,RGF,4,2,4
Backblaze,RGF,4,8,4
Backblaze,RGF,4,7,4
Backblaze,RGF,4,11,4
Backblaze,RGF,4,14,4
Backblaze,RGF,4,0,4
Backblaze,RGF,4,5,4
Backblaze,RGF,4,9,4
Backblaze,RGF,4,13,4
Backblaze,RGF,4,15,4
Backblaze,RGF,4,16,4
Backblaze,RGF,4,10,4
Backblaze,RGF,4,12,4
Backblaze,RGF,5,1,1
Backblaze,RGF,5,6,2
Backblaze,RGF,5,2,2
Backblaze,RGF,5,3,2
Backblaze,RGF,5,7,2
Backblaze,RGF,5,14,2
Backblaze,RGF,5,4,2
Backblaze,RGF,5,5,2
Backblaze,RGF,5,8,2
Backblaze,RGF,5,11,2
Backblaze,RGF,5,15,2
Backblaze,RGF,5,0,2
Backblaze,RGF,5,9,2
Backblaze,RGF,5,12,2
Backblaze,RGF,5,10,2
Backblaze,RGF,5,13,2
Backblaze,RGF,5,16,2
Backblaze,RGF,6,1,1
Backblaze,RGF,6,6,2
Backblaze,RGF,6,2,3
Backblaze,RGF,6,4,3
Backblaze,RGF,6,3,3
Backblaze,RGF,6,7,3
Backblaze,RGF,6,11,3
Backblaze,RGF,6,5,3
Backblaze,RGF,6,0,3
Backblaze,RGF,6,14,3
Backblaze,RGF,6,9,3
Backblaze,RGF,6,12,3
Backblaze,RGF,6,8,3
Backblaze,RGF,6,15,3
Backblaze,RGF,6,10,3
Backblaze,RGF,6,16,3
Backblaze,RGF,6,13,3
Backblaze,RGF,7,1,1
Backblaze,RGF,7,6,2
Backblaze,RGF,7,3,2
Backblaze,RGF,7,5,2
Backblaze,RGF,7,2,2
Backblaze,RGF,7,4,2
Backblaze,RGF,7,12,2
Backblaze,RGF,7,11,2
Backblaze,RGF,7,7,2
Backblaze,RGF,7,14,2
Backblaze,RGF,7,0,2
Backblaze,RGF,7,9,2
Backblaze,RGF,7,8,2
Backblaze,RGF,7,10,2
Backblaze,RGF,7,15,2
Backblaze,RGF,7,16,2
Backblaze,RGF,7,13,2
Backblaze,RGF,8,1,1
Backblaze,RGF,8,2,2
Backblaze,RGF,8,6,2
Backblaze,RGF,8,3,2
Backblaze,RGF,8,7,2
Backblaze,RGF,8,11,2
Backblaze,RGF,8,4,2
Backblaze,RGF,8,0,2
Backblaze,RGF,8,14,2
Backblaze,RGF,8,12,2
Backblaze,RGF,8,8,2
Backblaze,RGF,8,5,2
Backblaze,RGF,8,15,2
Backblaze,RGF,8,9,2
Backblaze,RGF,8,10,2
Backblaze,RGF,8,13,2
Backblaze,RGF,8,16,2
Backblaze,RGF,9,1,1
Backblaze,RGF,9,11,2
Backblaze,RGF,9,6,2
Backblaze,RGF,9,3,2
Backblaze,RGF,9,2,2
Backblaze,RGF,9,4,2
Backblaze,RGF,9,7,2
Backblaze,RGF,9,8,2
Backblaze,RGF,9,12,2
Backblaze,RGF,9,0,2
Backblaze,RGF,9,14,2
Backblaze,RGF,9,5,2
Backblaze,RGF,9,9,2
Backblaze,RGF,9,13,2
Backblaze,RGF,9,15,2
Backblaze,RGF,9,16,2
Backblaze,RGF,9,10,2
Backblaze,RGF,10,1,1
Backblaze,RGF,10,3,2
Backblaze,RGF,10,2,2
Backblaze,RGF,10,6,2
Backblaze,RGF,10,7,2
Backblaze,RGF,10,4,2
Backblaze,RGF,10,14,2
Backblaze,RGF,10,12,2
Backblaze,RGF,10,0,2
Backblaze,RGF,10,11,2
Backblaze,RGF,10,5,2
Backblaze,RGF,10,10,2
Backblaze,RGF,10,8,2
Backblaze,RGF,10,9,2
Backblaze,RGF,10,15,2
Backblaze,RGF,10,13,2
Backblaze,RGF,10,16,2
Backblaze,RGF,11,1,1
Backblaze,RGF,11,6,2
Backblaze,RGF,11,8,3
Backblaze,RGF,11,4,3
Backblaze,RGF,11,3,3
Backblaze,RGF,11,2,3
Backblaze,RGF,11,0,3
Backblaze,RGF,11,7,3
Backblaze,RGF,11,15,3
Backblaze,RGF,11,5,3
Backblaze,RGF,11,14,3
Backblaze,RGF,11,11,3
Backblaze,RGF,11,12,3
Backblaze,RGF,11,16,3
Backblaze,RGF,11,13,3
Backblaze,RGF,11,10,3
Backblaze,RGF,11,9,3
Backblaze,RGF,12,1,1
Backblaze,RGF,12,8,2
Backblaze,RGF,12,6,2
Backblaze,RGF,12,2,2
Backblaze,RGF,12,7,2
Backblaze,RGF,12,3,2
Backblaze,RGF,12,10,2
Backblaze,RGF,12,4,2
Backblaze,RGF,12,11,2
Backblaze,RGF,12,14,2
Backblaze,RGF,12,0,2
Backblaze,RGF,12,12,2
Backblaze,RGF,12,5,2
Backblaze,RGF,12,15,2
Backblaze,RGF,12,9,2
Backblaze,RGF,12,13,2
Backblaze,RGF,12,16,2
Backblaze,RGF,13,1,1
Backblaze,RGF,13,3,2
Backblaze,RGF,13,6,2
Backblaze,RGF,13,4,2
Backblaze,RGF,13,2,2
Backblaze,RGF,13,5,2
Backblaze,RGF,13,7,2
Backblaze,RGF,13,11,2
Backblaze,RGF,13,0,2
Backblaze,RGF,13,8,2
Backblaze,RGF,13,14,2
Backblaze,RGF,13,12,2
Backblaze,RGF,13,9,2
Backblaze,RGF,13,13,2
Backblaze,RGF,13,16,2
Backblaze,RGF,13,10,2
Backblaze,RGF,13,15,2
Backblaze,RGF,14,1,1
Backblaze,RGF,14,3,2
Backblaze,RGF,14,2,2
Backblaze,RGF,14,6,2
Backblaze,RGF,14,4,2
Backblaze,RGF,14,8,2
Backblaze,RGF,14,7,2
Backblaze,RGF,14,10,2
Backblaze,RGF,14,5,2
Backblaze,RGF,14,14,2
Backblaze,RGF,14,0,2
Backblaze,RGF,14,15,2
Backblaze,RGF,14,11,2
Backblaze,RGF,14,9,2
Backblaze,RGF,14,13,2
Backblaze,RGF,14,16,2
Backblaze,RGF,14,12,2
Backblaze,RGF,15,1,1
Backblaze,RGF,15,6,2
Backblaze,RGF,15,5,3
Backblaze,RGF,15,2,3
Backblaze,RGF,15,3,3
Backblaze,RGF,15,14,3
Backblaze,RGF,15,7,3
Backblaze,RGF,15,4,3
Backblaze,RGF,15,11,3
Backblaze,RGF,15,0,3
Backblaze,RGF,15,8,3
Backblaze,RGF,15,9,3
Backblaze,RGF,15,12,3
Backblaze,RGF,15,13,3
Backblaze,RGF,15,15,3
Backblaze,RGF,15,10,3
Backblaze,RGF,15,16,3
Backblaze,RGF,16,1,1
Backblaze,RGF,16,6,2
Backblaze,RGF,16,3,2
Backblaze,RGF,16,5,2
Backblaze,RGF,16,7,2
Backblaze,RGF,16,4,2
Backblaze,RGF,16,14,2
Backblaze,RGF,16,2,2
Backblaze,RGF,16,0,2
Backblaze,RGF,16,9,2
Backblaze,RGF,16,12,2
Backblaze,RGF,16,11,2
Backblaze,RGF,16,10,2
Backblaze,RGF,16,13,2
Backblaze,RGF,16,15,2
Backblaze,RGF,16,16,2
Backblaze,RGF,16,8,2
Backblaze,RGF,17,1,1
Backblaze,RGF,17,6,2
Backblaze,RGF,17,8,3
Backblaze,RGF,17,2,4
Backblaze,RGF,17,3,4
Backblaze,RGF,17,4,4
Backblaze,RGF,17,7,4
Backblaze,RGF,17,14,4
Backblaze,RGF,17,0,4
Backblaze,RGF,17,11,4
Backblaze,RGF,17,9,4
Backblaze,RGF,17,5,4
Backblaze,RGF,17,12,4
Backblaze,RGF,17,13,4
Backblaze,RGF,17,16,4
Backblaze,RGF,17,10,4
Backblaze,RGF,17,15,4
Backblaze,RGF,18,1,1
Backblaze,RGF,18,8,2
Backblaze,RGF,18,6,2
Backblaze,RGF,18,2,2
Backblaze,RGF,18,14,2
Backblaze,RGF,18,4,2
Backblaze,RGF,18,3,2
Backblaze,RGF,18,7,2
Backblaze,RGF,18,0,2
Backblaze,RGF,18,12,2
Backblaze,RGF,18,10,2
Backblaze,RGF,18,5,2
Backblaze,RGF,18,11,2
Backblaze,RGF,18,13,2
Backblaze,RGF,18,15,2
Backblaze,RGF,18,16,2
Backblaze,RGF,18,9,2
Backblaze,RGF,19,1,1
Backblaze,RGF,19,6,2
Backblaze,RGF,19,3,3
Backblaze,RGF,19,4,3
Backblaze,RGF,19,8,3
Backblaze,RGF,19,7,3
Backblaze,RGF,19,2,3
Backblaze,RGF,19,14,3
Backblaze,RGF,19,0,3
Backblaze,RGF,19,11,3
Backblaze,RGF,19,5,3
Backblaze,RGF,19,12,3
Backblaze,RGF,19,13,3
Backblaze,RGF,19,15,3
Backblaze,RGF,19,10,3
Backblaze,RGF,19,16,3
Backblaze,RGF,19,9,3
Backblaze,RGF,20,1,1
Backblaze,RGF,20,8,2
Backblaze,RGF,20,6,2
Backblaze,RGF,20,2,3
Backblaze,RGF,20,4,3
Backblaze,RGF,20,7,3
Backblaze,RGF,20,3,3
Backblaze,RGF,20,0,3
Backblaze,RGF,20,12,3
Backblaze,RGF,20,5,3
Backblaze,RGF,20,14,3
Backblaze,RGF,20,11,3
Backblaze,RGF,20,9,3
Backblaze,RGF,20,10,3
Backblaze,RGF,20,13,3
Backblaze,RGF,20,16,3
Backblaze,RGF,20,15,3
Backblaze,RGF,21,1,1
Backblaze,RGF,21,2,2
Backblaze,RGF,21,6,2
Backblaze,RGF,21,8,2
Backblaze,RGF,21,14,3
Backblaze,RGF,21,3,3
Backblaze,RGF,21,7,3
Backblaze,RGF,21,4,3
Backblaze,RGF,21,0,3
Backblaze,RGF,21,11,3
Backblaze,RGF,21,12,3
Backblaze,RGF,21,10,3
Backblaze,RGF,21,5,3
Backblaze,RGF,21,15,3
Backblaze,RGF,21,9,3
Backblaze,RGF,21,13,3
Backblaze,RGF,21,16,3
Backblaze,RGF,22,1,1
Backblaze,RGF,22,3,2
Backblaze,RGF,22,2,3
Backblaze,RGF,22,6,3
Backblaze,RGF,22,7,3
Backblaze,RGF,22,8,3
Backblaze,RGF,22,9,3
Backblaze,RGF,22,4,3
Backblaze,RGF,22,14,3
Backblaze,RGF,22,11,3
Backblaze,RGF,22,0,3
Backblaze,RGF,22,10,3
Backblaze,RGF,22,12,3
Backblaze,RGF,22,5,3
Backblaze,RGF,22,13,3
Backblaze,RGF,22,15,3
Backblaze,RGF,22,16,3
Backblaze,RGF,23,1,1
Backblaze,RGF,23,6,2
Backblaze,RGF,23,2,2
Backblaze,RGF,23,3,2
Backblaze,RGF,23,4,2
Backblaze,RGF,23,8,2
Backblaze,RGF,23,7,2
Backblaze,RGF,23,11,2
Backblaze,RGF,23,0,2
Backblaze,RGF,23,5,2
Backblaze,RGF,23,14,2
Backblaze,RGF,23,12,2
Backblaze,RGF,23,9,2
Backblaze,RGF,23,15,2
Backblaze,RGF,23,10,2
Backblaze,RGF,23,13,2
Backblaze,RGF,23,16,2
Backblaze,RGF,24,1,1
Backblaze,RGF,24,6,2
Backblaze,RGF,24,3,2
Backblaze,RGF,24,8,2
Backblaze,RGF,24,2,2
Backblaze,RGF,24,4,3
Backblaze,RGF,24,7,3
Backblaze,RGF,24,11,3
Backblaze,RGF,24,14,3
Backblaze,RGF,24,0,3
Backblaze,RGF,24,12,3
Backblaze,RGF,24,5,3
Backblaze,RGF,24,9,3
Backblaze,RGF,24,10,3
Backblaze,RGF,24,13,3
Backblaze,RGF,24,15,3
Backblaze,RGF,24,16,3
Backblaze,RGF,25,1,1
Backblaze,RGF,25,2,2
Backblaze,RGF,25,6,2
Backblaze,RGF,25,8,2
Backblaze,RGF,25,3,2
Backblaze,RGF,25,7,3
Backblaze,RGF,25,4,3
Backblaze,RGF,25,14,3
Backblaze,RGF,25,11,3
Backblaze,RGF,25,12,3
Backblaze,RGF,25,0,3
Backblaze,RGF,25,15,3
Backblaze,RGF,25,10,3
Backblaze,RGF,25,5,3
Backblaze,RGF,25,9,3
Backblaze,RGF,25,13,3
Backblaze,RGF,25,16,3
Backblaze,RGF,26,1,1
Backblaze,RGF,26,6,2
Backblaze,RGF,26,8,2
Backblaze,RGF,26,2,2
Backblaze,RGF,26,3,2
Backblaze,RGF,26,4,2
Backblaze,RGF,26,7,2
Backblaze,RGF,26,0,2
Backblaze,RGF,26,5,2
Backblaze,RGF,26,14,2
Backblaze,RGF,26,12,2
Backblaze,RGF,26,9,2
Backblaze,RGF,26,10,2
Backblaze,RGF,26,11,2
Backblaze,RGF,26,13,2
Backblaze,RGF,26,15,2
Backblaze,RGF,26,16,2
Backblaze,RGF,27,1,1
Backblaze,RGF,27,3,2
Backblaze,RGF,27,2,2
Backblaze,RGF,27,6,2
Backblaze,RGF,27,14,3
Backblaze,RGF,27,4,3
Backblaze,RGF,27,7,3
Backblaze,RGF,27,8,4
Backblaze,RGF,27,5,4
Backblaze,RGF,27,0,4
Backblaze,RGF,27,12,4
Backblaze,RGF,27,9,4
Backblaze,RGF,27,11,4
Backblaze,RGF,27,15,4
Backblaze,RGF,27,10,4
Backblaze,RGF,27,13,4
Backblaze,RGF,27,16,4
Backblaze,RGF,28,1,1
Backblaze,RGF,28,6,2
Backblaze,RGF,28,2,2
Backblaze,RGF,28,3,3
Backblaze,RGF,28,7,3
Backblaze,RGF,28,4,4
Backblaze,RGF,28,14,4
Backblaze,RGF,28,12,4
Backblaze,RGF,28,8,4
Backblaze,RGF,28,0,4
Backblaze,RGF,28,5,4
Backblaze,RGF,28,11,4
Backblaze,RGF,28,9,4
Backblaze,RGF,28,10,4
Backblaze,RGF,28,13,4
Backblaze,RGF,28,16,4
Backblaze,RGF,28,15,4
Backblaze,RGF,29,1,1
Backblaze,RGF,29,3,2
Backblaze,RGF,29,6,3
Backblaze,RGF,29,5,3
Backblaze,RGF,29,4,3
Backblaze,RGF,29,2,4
Backblaze,RGF,29,7,4
Backblaze,RGF,29,14,4
Backblaze,RGF,29,12,5
Backblaze,RGF,29,10,5
Backblaze,RGF,29,0,5
Backblaze,RGF,29,11,5
Backblaze,RGF,29,8,5
Backblaze,RGF,29,13,5
Backblaze,RGF,29,15,5
Backblaze,RGF,29,9,5
Backblaze,RGF,29,16,5
Backblaze,RGF,30,1,1
Backblaze,RGF,30,2,2
Backblaze,RGF,30,6,3
Backblaze,RGF,30,3,4
Backblaze,RGF,30,4,5
Backblaze,RGF,30,7,5
Backblaze,RGF,30,8,5
Backblaze,RGF,30,14,5
Backblaze,RGF,30,0,6
Backblaze,RGF,30,5,6
Backblaze,RGF,30,11,6
Backblaze,RGF,30,12,6
Backblaze,RGF,30,10,6
Backblaze,RGF,30,15,6
Backblaze,RGF,30,13,6
Backblaze,RGF,30,9,6
Backblaze,RGF,30,16,6
Backblaze,RGF,31,1,1
Backblaze,RGF,31,6,2
Backblaze,RGF,31,2,3
Backblaze,RGF,31,7,4
Backblaze,RGF,31,3,4
Backblaze,RGF,31,8,5
Backblaze,RGF,31,4,5
Backblaze,RGF,31,14,5
Backblaze,RGF,31,0,5
Backblaze,RGF,31,5,5
Backblaze,RGF,31,11,5
Backblaze,RGF,31,13,5
Backblaze,RGF,31,12,5
Backblaze,RGF,31,15,5
Backblaze,RGF,31,10,5
Backblaze,RGF,31,9,5
Backblaze,RGF,31,16,5
Backblaze,RGF,32,1,1
Backblaze,RGF,32,3,2
Backblaze,RGF,32,6,3
Backblaze,RGF,32,2,4
Backblaze,RGF,32,14,5
Backblaze,RGF,32,4,5
Backblaze,RGF,32,7,6
Backblaze,RGF,32,8,6
Backblaze,RGF,32,5,6
Backblaze,RGF,32,12,6
Backblaze,RGF,32,0,6
Backblaze,RGF,32,11,6
Backblaze,RGF,32,10,6
Backblaze,RGF,32,9,6
Backblaze,RGF,32,15,6
Backblaze,RGF,32,16,6
Backblaze,RGF,32,13,6
Backblaze,RGF,33,1,1
Backblaze,RGF,33,6,2
Backblaze,RGF,33,2,2
Backblaze,RGF,33,3,3
Backblaze,RGF,33,8,4
Backblaze,RGF,33,7,5
Backblaze,RGF,33,4,5
Backblaze,RGF,33,5,6
Backblaze,RGF,33,14,6
Backblaze,RGF,33,12,6
Backblaze,RGF,33,0,6
Backblaze,RGF,33,11,6
Backblaze,RGF,33,9,6
Backblaze,RGF,33,13,6
Backblaze,RGF,33,10,6
Backblaze,RGF,33,16,6
Backblaze,RGF,33,15,6
Backblaze,RGF,34,1,1
Backblaze,RGF,34,3,2
Backblaze,RGF,34,2,3
Backblaze,RGF,34,6,4
Backblaze,RGF,34,7,4
Backblaze,RGF,34,8,5
Backblaze,RGF,34,4,5
Backblaze,RGF,34,14,5
Backblaze,RGF,34,5,5
Backblaze,RGF,34,15,6
Backblaze,RGF,34,0,6
Backblaze,RGF,34,12,6
Backblaze,RGF,34,11,6
Backblaze,RGF,34,10,6
Backblaze,RGF,34,13,6
Backblaze,RGF,34,9,6
Backblaze,RGF,34,16,6
Backblaze,RGF,35,1,1
Backblaze,RGF,35,6,2
Backblaze,RGF,35,2,3
Backblaze,RGF,35,3,4
Backblaze,RGF,35,7,4
Backblaze,RGF,35,8,5
Backblaze,RGF,35,14,5
Backblaze,RGF,35,4,5
Backblaze,RGF,35,12,6
Backblaze,RGF,35,11,6
Backblaze,RGF,35,5,6
Backblaze,RGF,35,0,6
Backblaze,RGF,35,9,6
Backblaze,RGF,35,10,6
Backblaze,RGF,35,15,6
Backblaze,RGF,35,13,6
Backblaze,RGF,35,16,6
Backblaze,RGF,36,1,1
Backblaze,RGF,36,2,2
Backblaze,RGF,36,6,2
Backblaze,RGF,36,3,2
Backblaze,RGF,36,7,3
Backblaze,RGF,36,14,3
Backblaze,RGF,36,4,3
Backblaze,RGF,36,5,3
Backblaze,RGF,36,11,3
Backblaze,RGF,36,8,3
Backblaze,RGF,36,0,3
Backblaze,RGF,36,12,3
Backblaze,RGF,36,15,3
Backblaze,RGF,36,9,3
Backblaze,RGF,36,10,3
Backblaze,RGF,36,13,3
Backblaze,RGF,36,16,3
